dport,having_ip_address,hostname_length,count_dir,count-www,fd_length,url_length,abnormal_url,count-http,count-letters,tld-length,count.,count-digits,count-,count=,count-https,sus_url,count?,count%,short_url,count@,count_embed_domain,malicious
80,False,13,5,0,4,55,0,0,34,-1,1,11,4,0,0,0,0,0,0,0,0,1
80,False,15,2,0,9,36,0,0,32,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,28,3,1,10,64,1,1,54,3,3,0,1,0,0,0,0,0,0,0,0,0
80,False,14,2,0,7,50,0,0,34,-1,2,7,1,2,0,0,1,0,0,0,0,1
80,False,24,1,0,0,25,0,0,22,-1,2,0,0,0,0,0,0,0,1,0,0,1
80,False,19,1,1,35,62,1,1,51,3,3,1,3,0,0,0,0,0,0,0,0,2
80,False,8,2,0,8,18,0,0,13,-1,1,2,0,0,0,0,0,0,0,0,0,1
80,False,12,1,0,0,13,0,0,11,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,25,1,1,9,129,1,1,98,2,3,7,4,5,0,0,1,0,0,0,0,2
80,False,27,1,0,0,28,0,0,24,-1,2,0,1,0,0,0,0,0,0,0,0,1
80,False,20,2,0,5,46,0,0,35,-1,2,4,1,0,0,0,0,0,0,0,0,1
80,False,12,5,0,3,41,0,0,27,-1,1,7,1,0,0,0,0,0,0,0,0,1
80,False,20,1,1,9,67,1,1,55,3,3,0,0,2,0,0,1,0,0,0,0,2
80,False,11,3,0,10,54,0,0,47,-1,1,0,3,0,0,0,0,0,1,0,0,1
80,False,10,1,0,15,26,0,0,24,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,12,1,0,19,32,0,0,25,-1,4,2,0,0,0,0,0,0,0,0,0,1
80,False,14,1,0,0,15,0,0,13,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,16,1,1,9,82,1,1,61,2,3,5,0,4,0,0,1,0,0,0,0,2
80,False,11,2,0,7,90,1,1,68,3,1,7,9,0,0,0,0,0,0,0,0,1
80,False,13,2,0,3,117,1,1,69,3,2,15,0,4,0,0,1,15,0,0,0,1
80,False,18,1,0,9,175,1,1,136,2,2,8,2,10,0,0,1,0,0,0,0,2
80,False,12,1,0,5,18,0,0,16,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,12,2,0,13,40,0,0,35,-1,1,0,2,0,0,0,0,0,0,0,0,1
80,False,16,1,0,9,112,1,1,89,2,2,4,3,4,0,0,1,0,0,0,0,2
80,False,11,3,0,8,73,0,0,56,-1,2,5,7,0,0,0,0,0,0,0,0,1
80,False,14,1,0,42,57,0,0,50,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,11,1,0,5,31,0,0,25,-1,1,2,0,1,0,0,1,0,0,0,0,1
80,False,10,2,0,5,24,0,0,16,-1,1,4,1,0,0,0,0,0,0,0,0,1
80,False,10,1,0,16,27,0,0,23,-1,2,0,1,0,0,0,0,0,0,0,0,1
80,False,24,4,0,6,76,0,0,67,-1,3,0,0,0,0,0,0,0,0,0,0,1
80,False,19,1,0,13,33,0,0,29,-1,3,0,0,0,0,0,0,0,0,0,0,1
80,False,12,1,0,12,25,0,0,23,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,16,2,0,4,33,0,0,28,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,20,2,0,11,49,0,0,37,-1,3,5,0,1,0,0,1,0,0,0,0,1
80,False,10,5,0,5,94,1,1,49,3,1,32,4,0,0,0,0,0,0,0,0,1
80,False,17,1,0,9,117,1,1,94,2,2,3,1,6,0,0,1,0,0,0,0,2
80,False,11,4,0,8,48,0,0,37,-1,1,5,1,0,0,0,0,0,1,0,0,1
80,False,13,1,0,6,105,1,2,84,3,2,1,1,3,0,0,1,0,1,0,0,1
80,False,19,1,0,9,87,1,1,65,3,2,7,0,4,0,0,1,0,0,0,0,2
80,False,10,3,0,32,57,0,0,43,-1,1,6,4,0,0,0,0,0,0,0,0,1
80,False,21,1,0,21,43,0,0,40,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,29,1,1,9,122,1,1,89,2,4,11,1,6,0,0,1,0,0,0,0,2
80,False,18,3,0,5,93,0,0,67,-1,3,13,7,0,0,0,0,0,0,0,0,1
80,False,11,1,0,5,31,0,0,27,-1,1,0,0,1,0,0,1,0,0,0,0,1
80,False,9,5,0,4,37,0,0,21,-1,1,8,0,0,0,0,0,0,0,0,0,1
80,False,24,3,1,9,79,1,1,68,6,4,0,1,0,0,0,0,0,1,0,0,2
80,False,8,1,0,37,46,0,0,31,-1,2,7,3,0,0,0,0,0,0,0,0,1
80,False,9,4,0,2,41,0,0,35,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,13,1,0,0,14,0,0,12,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,32,6,1,8,147,1,1,116,3,3,14,5,0,0,0,0,0,0,0,0,0
80,False,12,1,0,19,32,0,0,29,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,12,3,0,5,62,0,0,40,-1,1,15,3,0,0,0,0,0,0,0,0,1
80,False,11,1,0,5,31,0,0,23,-1,1,4,0,1,0,0,1,0,0,0,0,1
80,False,9,1,0,34,44,0,0,39,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,17,1,0,5,23,0,0,20,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,8,3,0,13,98,1,1,78,3,1,0,13,0,0,0,0,0,0,0,0,1
80,False,10,1,0,12,23,0,0,10,-1,1,10,1,0,0,0,0,0,0,0,0,1
80,False,26,3,0,11,80,1,1,65,2,1,3,5,0,0,0,0,0,0,0,0,2
80,False,16,3,1,9,112,1,1,69,3,3,30,0,2,0,0,1,0,0,0,0,2
80,False,21,2,0,6,36,0,0,32,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,18,3,0,3,78,0,0,59,-1,1,7,6,1,0,0,1,0,0,0,0,1
80,False,16,4,0,3,40,0,0,27,-1,3,6,0,0,0,0,0,0,0,0,0,1
80,False,12,1,0,9,44,0,0,27,-1,2,10,0,2,0,0,1,0,0,0,0,1
80,False,19,2,1,4,49,1,1,41,3,2,0,1,0,0,0,0,0,0,0,0,2
80,False,24,3,1,13,130,1,1,99,6,8,10,7,0,0,1,0,0,0,0,0,0
80,False,9,4,0,9,40,0,0,30,-1,2,4,0,0,0,0,0,0,0,0,0,1
80,False,17,2,0,4,69,0,0,57,-1,1,4,5,0,0,0,0,0,0,0,0,1
80,False,16,2,0,5,44,0,0,37,-1,2,0,3,0,0,0,0,0,0,0,0,1
80,False,10,0,0,0,10,0,0,9,-1,1,0,0,0,0,0,0,0,1,0,0,0
80,False,10,3,0,5,35,0,0,16,-1,1,14,1,0,0,0,0,0,1,0,0,1
80,False,20,2,0,6,38,0,0,31,-1,2,2,0,0,0,0,0,1,0,0,0,1
80,False,20,1,0,0,21,0,0,19,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,11,2,0,11,24,0,0,21,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,18,1,1,9,105,1,1,79,3,3,5,1,6,0,0,1,0,0,0,0,2
80,False,12,1,0,14,37,0,0,25,-1,2,7,0,1,0,0,1,0,0,0,0,1
80,False,9,2,0,5,27,0,0,23,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,10,3,0,5,32,0,0,21,-1,1,6,1,0,0,0,0,0,0,0,0,1
80,False,18,2,0,11,79,0,0,62,-1,2,6,7,0,0,0,0,0,0,0,0,1
80,False,19,1,0,0,20,0,0,18,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,10,3,0,16,40,0,0,28,-1,1,6,2,0,0,0,0,0,0,0,0,1
80,False,12,3,0,11,38,0,0,25,-1,2,7,0,0,0,0,0,0,0,0,0,1
80,False,19,4,0,7,41,0,0,35,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,22,1,0,9,75,1,1,58,3,2,3,1,3,0,0,1,0,0,0,0,2
80,False,9,7,0,2,115,1,1,96,5,2,1,6,0,0,0,0,0,1,0,0,1
80,False,24,2,1,23,82,1,1,71,3,2,0,4,0,0,0,0,0,0,0,0,2
80,False,11,3,0,37,65,0,0,49,-1,1,7,5,0,0,0,0,0,0,0,0,1
80,False,17,2,0,17,78,1,1,67,3,1,0,5,0,0,0,0,0,0,0,0,2
80,False,12,1,0,0,13,0,0,11,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,11,1,0,5,31,0,0,22,-1,1,3,1,1,0,0,1,0,0,0,0,1
80,False,12,0,0,0,12,0,0,11,-1,1,0,0,0,0,0,0,0,0,0,0,0
80,False,17,1,0,0,18,0,0,16,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,10,2,0,4,35,0,0,24,-1,2,2,1,0,0,0,0,0,0,0,0,1
80,False,34,1,1,9,99,1,1,77,2,3,4,2,4,0,0,1,0,0,0,0,2
80,False,9,2,0,7,98,1,1,58,2,2,20,13,0,0,0,0,0,0,0,0,1
80,False,16,0,0,0,16,0,0,14,-1,2,0,0,0,0,0,0,0,0,0,0,0
80,False,11,2,0,6,42,1,1,34,2,2,0,1,0,0,0,0,0,0,0,0,0
80,False,26,1,0,32,59,0,0,51,-1,2,0,1,0,0,0,0,0,0,0,0,1
80,False,18,1,0,16,68,0,0,45,-1,2,14,0,2,0,0,1,0,0,0,0,1
80,False,16,1,0,10,41,0,0,26,-1,2,10,0,1,0,0,1,0,0,0,0,1
80,False,32,1,0,0,33,0,0,31,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,21,2,1,6,57,1,1,43,3,3,4,2,0,0,0,0,0,1,0,0,2
80,False,13,2,0,3,58,0,0,46,-1,2,4,4,0,0,0,0,0,0,0,0,1
80,False,28,1,1,9,99,1,1,79,3,3,2,0,5,0,0,1,0,0,0,0,2
80,False,19,0,0,0,19,0,0,18,-1,1,0,0,0,0,1,0,0,0,0,0,0
80,False,18,2,0,1,34,0,0,30,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,24,2,0,7,68,0,0,49,-1,4,6,1,3,0,0,1,0,0,0,0,1
80,False,9,3,0,6,29,0,0,23,-1,2,1,0,0,0,0,0,0,0,0,0,1
80,False,20,1,0,0,21,0,0,19,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,22,0,0,0,22,0,0,19,-1,1,0,2,0,0,0,0,0,0,0,0,0
80,False,27,0,0,0,27,0,0,24,-1,1,0,2,0,0,1,0,0,0,0,0,0
80,False,21,0,0,0,21,0,0,19,-1,2,0,0,0,0,0,0,0,1,0,0,0
80,False,12,2,0,5,34,0,0,30,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,15,3,0,4,40,0,0,34,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,24,0,0,0,24,0,0,22,-1,1,0,1,0,0,0,0,0,0,0,0,0
80,False,8,2,0,12,67,0,0,49,-1,1,9,6,0,0,0,0,0,0,0,0,1
80,False,20,4,0,5,55,0,0,43,-1,3,4,1,0,0,0,0,0,0,0,0,1
80,False,23,0,0,0,23,0,0,22,-1,1,0,0,0,0,0,0,0,0,0,0,0
80,False,11,5,0,9,45,0,0,22,-1,2,16,0,0,0,0,0,0,0,0,0,1
80,False,16,5,1,9,70,1,1,58,2,3,1,0,0,0,0,0,0,0,0,0,2
80,False,14,1,1,30,52,1,1,42,5,3,0,3,0,0,0,0,0,0,0,0,2
80,False,21,3,0,12,99,0,0,72,-1,2,13,9,0,0,0,0,0,0,0,0,1
80,False,12,3,0,5,64,0,0,40,-1,1,15,5,0,0,0,0,0,0,0,0,1
80,False,19,2,0,23,44,0,0,38,-1,2,0,2,0,0,0,0,0,0,0,0,1
80,False,17,1,0,0,18,0,0,16,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,9,3,0,10,96,1,1,74,3,1,6,9,0,0,0,0,0,0,0,0,1
80,False,14,2,0,9,44,1,1,36,3,1,0,2,0,0,0,0,0,0,0,0,2
80,False,12,3,0,16,48,0,0,39,-1,1,5,0,0,0,0,0,0,0,0,0,1
80,False,8,2,0,6,50,0,0,40,-1,1,4,3,0,0,0,0,0,0,0,0,1
80,False,16,3,1,9,78,1,1,45,2,3,16,8,0,0,0,0,0,0,0,0,2
80,False,8,2,0,2,24,0,0,15,-1,1,3,0,1,0,0,1,0,0,0,0,1
80,False,13,3,0,12,150,1,1,123,3,1,0,20,0,0,0,0,0,0,0,0,1
80,False,11,1,0,11,23,0,0,21,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,11,2,0,7,46,0,0,35,-1,2,5,0,1,0,0,1,0,0,0,0,1
80,False,21,2,0,6,57,0,0,51,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,32,2,0,6,184,1,1,144,6,3,6,11,6,0,0,1,0,0,0,0,2
80,False,31,0,0,0,31,0,0,30,-1,1,0,0,0,0,0,0,0,0,0,0,0
80,False,42,1,1,9,110,1,1,89,6,4,4,0,4,0,0,1,0,0,0,0,2
80,False,19,0,0,0,19,0,0,15,-1,1,1,2,0,0,1,0,0,0,0,0,0
80,False,29,2,1,16,73,1,1,61,2,3,2,2,0,0,0,0,0,0,0,0,2
80,False,19,2,0,8,132,1,1,104,3,3,4,5,4,0,0,1,0,0,0,0,2
80,False,19,2,1,20,106,1,1,82,2,3,3,5,4,0,0,1,0,0,0,0,2
80,False,26,1,1,9,91,1,1,70,2,3,4,1,4,0,0,1,0,0,0,0,2
80,False,16,1,0,0,17,0,0,15,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,19,1,0,0,20,0,0,17,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,21,1,1,9,131,1,1,101,3,3,7,1,6,0,0,1,0,0,0,0,2
80,False,21,2,0,5,46,0,0,41,-1,2,0,1,0,0,0,0,0,0,0,0,1
80,False,19,1,0,10,30,0,0,27,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,10,4,0,5,71,0,0,46,-1,2,14,3,0,0,0,0,0,0,0,0,1
80,False,14,3,0,6,92,1,1,74,3,2,4,2,2,0,0,1,0,0,0,0,1
80,False,18,1,0,23,42,0,0,37,-1,2,1,0,0,0,0,0,0,0,0,0,1
80,False,12,1,0,12,25,0,0,21,-1,2,0,1,0,0,0,0,0,0,0,0,1
80,False,18,2,0,16,79,0,0,62,-1,2,6,7,0,0,0,0,0,0,0,0,1
80,False,15,2,0,3,33,0,0,26,-1,3,0,0,0,0,0,0,0,0,0,0,1
80,False,13,0,0,0,13,0,0,12,-1,1,0,0,0,0,0,0,0,0,0,0,0
80,False,13,3,0,9,92,1,1,72,3,1,6,7,0,0,0,0,0,0,0,0,1
80,False,12,3,0,6,53,0,0,33,-1,1,15,1,0,0,0,0,0,0,0,0,1
80,False,8,3,0,4,39,0,0,34,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,14,1,1,14,36,1,1,30,2,2,0,0,0,0,0,0,0,0,0,0,2
80,False,21,2,0,6,66,0,0,54,-1,1,4,0,0,0,0,0,2,0,0,0,1
80,False,17,1,0,0,18,0,0,16,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,20,2,0,12,34,0,0,26,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,15,1,0,0,16,0,0,14,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,17,6,0,7,58,0,0,48,-1,1,2,0,0,0,0,0,1,0,0,0,1
80,False,20,2,1,2,122,1,1,95,3,3,5,2,5,0,0,1,0,0,0,0,2
80,False,14,2,0,6,46,0,0,40,-1,2,0,2,0,0,0,0,0,0,0,0,1
80,False,25,8,0,8,97,0,0,80,-1,3,4,0,0,0,0,0,0,0,0,0,1
80,False,17,1,0,20,38,0,0,30,-1,2,3,2,0,0,0,0,0,0,0,0,1
80,False,12,1,0,9,42,0,0,22,-1,2,15,0,1,0,0,1,0,0,0,0,1
80,False,12,2,0,6,38,0,0,30,-1,2,1,2,0,0,0,0,0,0,0,0,1
80,False,8,2,0,6,38,0,0,28,-1,1,5,2,0,0,0,0,0,0,0,0,1
80,False,18,3,0,2,28,0,0,24,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,20,1,0,0,21,0,0,16,-1,2,2,0,0,0,0,0,0,1,0,0,1
80,False,10,6,0,6,86,1,1,66,3,1,4,4,0,0,0,0,0,0,0,0,1
80,False,24,1,0,0,25,0,0,22,-1,2,0,0,0,0,0,0,0,1,0,0,1
80,False,14,2,1,20,83,1,1,56,2,2,11,9,0,0,1,0,0,0,0,0,2
80,False,11,1,1,9,96,1,1,70,2,3,7,1,4,0,0,1,0,0,0,0,2
80,False,10,2,0,6,32,0,0,28,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,10,3,0,9,49,0,0,35,-1,1,7,3,0,0,0,0,0,0,0,0,1
80,False,21,2,0,4,122,1,1,86,6,3,21,0,3,0,0,1,0,0,0,0,2
80,False,27,1,0,19,81,0,0,59,-1,4,9,0,4,0,0,1,0,0,0,0,1
80,False,12,1,0,14,36,0,0,25,-1,2,6,0,1,0,0,1,0,0,0,0,1
80,False,15,2,0,15,84,0,0,68,-1,2,3,5,2,0,0,1,0,0,0,0,1
80,False,25,0,0,0,25,0,0,23,-1,2,0,0,0,0,0,0,0,0,0,0,0
80,False,11,4,0,2,114,0,0,89,-1,1,6,14,0,0,0,0,0,0,0,0,1
80,False,14,6,0,7,107,0,0,80,-1,2,8,11,0,0,0,0,0,0,0,0,1
80,False,19,3,0,3,50,0,0,38,-1,2,6,0,0,0,0,0,0,0,0,0,1
80,False,18,1,0,19,38,0,0,31,-1,2,0,1,0,0,0,0,0,0,0,0,1
80,False,29,1,0,16,51,0,0,43,-1,3,2,0,1,0,0,1,0,0,0,0,1
80,False,14,6,0,6,115,1,1,85,3,2,8,11,0,0,0,0,0,0,0,0,1
80,False,11,1,0,5,31,0,0,25,-1,1,1,1,1,0,0,1,0,0,0,0,1
80,False,14,2,0,9,25,0,0,21,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,9,2,0,7,109,1,1,67,2,2,21,14,0,0,0,0,0,0,0,0,1
80,False,23,1,1,9,98,1,1,72,6,4,6,0,5,0,0,1,0,0,0,0,2
80,False,11,1,0,12,24,0,0,22,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,24,1,1,16,48,1,1,38,3,4,1,0,0,0,1,0,0,0,0,0,0
80,False,15,1,0,24,40,0,0,35,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,14,1,0,9,96,1,1,66,2,2,10,3,5,0,0,1,0,0,0,0,2
80,False,23,3,0,6,71,1,1,42,2,2,20,1,0,0,1,0,0,0,0,0,0
80,False,18,2,0,4,91,0,0,74,-1,1,2,12,0,0,0,0,0,0,0,0,1
80,False,15,1,1,12,41,1,1,30,3,3,2,0,1,0,0,1,0,0,0,0,2
80,False,23,2,0,91,116,0,0,85,-1,2,10,17,0,0,0,0,0,0,0,0,1
80,False,17,1,0,14,32,0,0,29,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,10,2,0,7,42,0,0,36,-1,2,0,2,0,0,0,0,0,0,0,0,1
80,False,10,3,0,3,65,0,0,49,-1,1,8,4,0,0,0,0,0,0,0,0,1
80,False,12,4,0,6,68,0,0,59,-1,1,0,4,0,0,0,0,0,1,0,0,1
80,False,8,4,0,9,40,0,0,35,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,12,3,0,34,61,0,0,41,-1,2,10,5,0,0,0,0,0,0,0,0,1
80,False,20,2,0,7,39,0,0,35,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,13,4,0,4,49,0,0,32,-1,2,8,3,0,0,0,0,0,0,0,0,1
80,False,10,2,0,6,32,0,0,22,-1,2,6,0,0,0,0,0,0,0,0,0,1
80,False,11,3,0,8,48,0,0,41,-1,1,0,3,0,0,0,0,0,0,0,0,1
80,False,17,2,0,8,58,0,0,37,-1,2,15,0,1,0,0,1,0,0,0,0,1
80,False,13,2,0,6,39,0,0,35,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,15,2,0,1,32,0,0,24,-1,2,3,0,0,0,0,0,0,0,0,0,1
80,False,14,2,0,11,34,0,0,30,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,25,2,0,16,124,0,0,85,-1,3,20,3,5,0,0,1,0,0,0,0,1
80,False,12,1,0,10,23,0,0,20,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,11,1,0,14,26,0,0,24,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,12,4,1,3,55,1,1,42,2,2,3,0,1,0,0,0,0,0,0,0,0
80,False,17,1,1,9,82,1,1,62,3,3,4,0,4,0,0,1,0,0,0,0,2
80,False,28,1,1,9,133,1,1,104,3,3,6,2,6,0,0,1,0,0,0,0,2
80,False,21,5,0,4,88,0,0,68,-1,2,8,5,0,0,0,0,0,1,0,0,1
80,False,11,2,0,25,50,0,0,45,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,21,1,0,0,22,0,0,20,-1,1,0,0,0,0,0,0,0,1,0,0,1
80,False,11,1,0,43,55,0,0,41,-1,2,6,5,0,0,0,0,0,0,0,0,1
80,False,20,2,0,8,43,1,1,34,3,2,1,1,0,0,0,0,0,0,0,0,2
80,False,23,1,0,9,33,0,0,29,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,19,1,0,0,20,0,0,18,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,14,2,0,11,46,0,0,33,-1,3,6,2,0,0,0,0,0,0,0,0,1
80,False,9,2,0,10,32,0,0,25,-1,1,4,0,0,0,0,0,0,0,0,0,1
80,False,16,3,0,6,64,0,0,50,-1,2,5,0,0,0,0,0,0,0,0,0,1
80,False,18,1,0,39,58,0,0,42,-1,2,4,9,0,0,0,0,0,0,0,0,1
80,False,15,0,0,0,15,0,0,14,-1,1,0,0,0,0,0,0,0,0,0,0,0
80,False,13,2,0,1,25,0,0,21,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,13,3,0,5,96,0,0,75,-1,2,7,9,0,0,0,0,0,0,0,0,1
80,False,11,6,0,2,85,1,1,68,3,1,0,7,0,0,0,0,0,0,0,0,1
80,False,23,3,1,20,81,1,1,65,3,2,2,6,0,0,1,0,0,0,0,0,2
80,False,17,1,0,0,29,0,0,21,-1,1,2,1,1,0,0,1,0,0,0,0,1
80,False,17,2,0,16,65,0,0,55,-1,1,5,0,0,0,0,0,2,0,0,0,1
80,False,25,3,0,4,70,0,0,50,-1,3,10,4,0,0,0,0,0,1,0,0,1
80,False,12,2,0,5,73,0,0,58,-1,2,5,5,0,0,0,1,0,0,0,0,1
80,False,23,1,0,0,24,0,0,21,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,25,1,1,17,50,1,1,42,3,3,0,1,0,0,0,0,0,0,0,0,2
80,False,11,5,0,11,56,0,0,38,-1,1,11,1,0,0,0,0,0,0,0,0,1
80,False,15,2,0,17,34,0,0,29,-1,1,0,2,0,0,0,0,0,0,0,0,1
80,False,25,5,0,4,71,0,0,50,-1,2,8,6,0,0,0,0,0,0,0,0,1
80,False,18,1,0,0,19,0,0,15,-1,1,2,0,0,0,0,0,0,0,0,0,1
80,False,20,1,1,9,85,1,1,64,2,3,4,1,4,0,0,1,0,0,0,0,2
80,False,14,1,0,0,15,0,0,12,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,27,3,0,4,69,0,0,52,-1,3,7,4,0,0,0,0,0,1,0,0,1
80,False,13,1,0,0,14,0,0,12,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,14,1,0,0,15,0,0,13,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,29,3,0,4,76,0,0,57,-1,3,6,7,0,0,0,0,0,1,0,0,1
80,False,13,3,0,3,44,0,0,38,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,10,2,0,4,44,0,0,35,-1,2,0,1,0,0,0,0,0,0,0,0,1
80,False,18,1,0,12,31,0,0,26,-1,2,0,1,0,0,0,0,0,0,0,0,1
80,False,20,1,1,9,85,1,1,64,2,3,4,1,4,0,0,1,0,0,0,0,2
80,False,18,2,0,6,46,0,0,38,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,15,2,0,8,25,0,0,22,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,12,1,0,13,26,0,0,23,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,18,1,0,0,19,0,0,17,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,27,3,0,4,76,0,0,57,-1,3,10,3,0,0,0,0,0,1,0,0,1
80,False,8,3,0,13,103,1,1,82,3,1,2,12,0,0,0,0,0,0,0,0,1
80,False,12,1,0,23,36,0,0,33,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,25,4,0,7,93,0,0,74,-1,3,8,0,0,0,0,0,0,0,0,0,1
80,False,19,1,1,8,43,1,1,33,2,2,1,1,1,0,0,1,0,0,0,0,2
80,False,10,1,0,15,26,0,0,23,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,25,1,1,9,96,1,1,76,3,3,2,0,5,0,0,1,0,0,0,0,2
80,False,29,0,0,0,29,0,0,24,-1,2,3,0,0,0,0,0,0,0,0,0,0
80,False,32,2,1,9,61,1,1,50,2,4,1,1,0,0,0,0,0,0,0,0,2
80,False,11,1,0,5,31,0,0,24,-1,1,3,0,1,0,0,1,0,0,0,0,1
80,False,17,1,0,9,95,1,1,73,2,2,4,1,5,0,0,1,0,0,0,0,2
80,False,20,3,0,9,70,0,0,57,-1,3,2,0,2,0,0,1,1,0,0,0,1
80,False,24,1,0,0,25,0,0,22,-1,2,0,0,0,0,0,0,0,1,0,0,1
80,False,22,2,0,6,40,0,0,34,-1,3,1,0,0,0,0,0,0,0,0,0,1
80,False,16,2,0,7,34,0,0,29,-1,2,0,1,0,0,0,0,0,0,0,0,1
80,False,13,1,1,7,36,1,1,27,3,3,0,0,1,0,0,1,0,0,0,0,2
80,False,22,2,0,7,31,0,0,27,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,19,0,0,0,19,0,0,17,-1,2,0,0,0,0,0,0,0,0,0,0,0
80,False,11,1,0,0,12,0,0,10,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,10,4,0,49,77,0,0,52,-1,1,16,4,0,0,0,0,0,0,0,0,1
80,False,31,0,0,0,31,0,0,28,-1,3,0,0,0,0,0,0,0,0,0,0,0
80,False,14,1,1,9,68,1,1,52,2,3,2,0,3,0,0,1,0,0,0,0,2
80,False,18,2,0,4,31,0,0,27,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,24,1,0,0,25,0,0,22,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,11,1,0,16,28,0,0,26,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,13,1,0,2,16,0,0,14,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,11,4,0,7,127,1,1,95,3,2,5,15,1,0,0,1,0,0,0,0,1
80,False,24,1,0,25,50,0,0,45,-1,2,0,2,0,0,0,0,0,0,0,0,1
80,False,14,4,0,4,58,0,0,42,-1,1,6,0,0,0,0,0,0,1,0,0,1
80,False,15,5,0,3,51,0,0,35,-1,2,7,2,0,0,0,0,0,0,0,0,1
80,False,17,2,0,6,25,0,0,21,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,14,4,0,9,70,0,0,53,-1,2,9,0,1,0,0,1,0,0,0,0,1
80,False,10,3,0,9,30,0,0,18,-1,1,6,2,0,0,0,0,0,0,0,0,1
80,False,10,2,0,17,91,0,0,65,-1,3,11,0,5,0,0,1,0,0,0,0,1
80,False,8,2,0,8,58,0,0,49,-1,1,0,6,0,0,0,0,0,0,0,0,1
80,False,15,2,0,9,26,0,0,21,-1,2,0,1,0,0,0,0,0,0,0,0,1
